WARNING: Logging before InitGoogleLogging() is written to STDERR
I1018 08:53:49.440793 4097533 dynamic_loader.cc:170] Set paddle lib path : /home/wzy/.local/lib/python3.9/site-packages/paddle/libs
I1018 08:53:50.028918 4097533 init.cc:98] Before Parse: argc is 2, Init commandline: dummy --tryfromenv=use_cuda_managed_memory,use_pinned_memory,enable_pir_in_executor,gpugraph_enable_gpu_direct_access,dataloader_use_file_descriptor,graph_get_neighbor_id,curand_dir,auto_growth_chunk_size_in_mb,add_dependency_for_communication_op,log_memory_stats,initial_gpu_memory_in_mb,enable_interpretercore_launch_cinn,mklml_dir,use_system_allocator,fuse_parameter_memory_size,gpugraph_enable_print_op_debug,async_trace_count,cusparselt_dir,max_inplace_grad_add,allocator_strategy,pir_apply_shape_optimization_pass,prim_forward,eager_delete_scope,gpugraph_parallel_copyer_split_maxsize,free_idle_chunk,local_exe_sub_scope_limit,tracer_onednn_ops_on,enable_record_memory,cache_inference_while_scope,host_trace_level,enable_pe_launch_cinn,fraction_of_cpu_memory_to_use,new_executor_use_inplace,print_ir,enable_neighbor_list_use_uva,pir_apply_inplace_pass,allreduce_record_one_event,enable_unused_var_check,gpugraph_offload_param_stat,graph_embedding_split_infer_mode,enable_graph_multi_node_sampling,call_stack_level,jit_engine_type,enable_pir_in_executor_trace_run,enable_tracker_all2all,low_precision_op_list,enable_dependency_builder_debug_info,enable_pir_api,cuda_dir,ir_inplace_kernel_blacklist,paddle_num_threads,enable_pir_with_pt_in_dy2st,trt_ibuilder_cache,tensorrt_dir,use_shm_cache,free_when_no_cache_hit,fraction_of_gpu_memory_to_use,gpu_memory_limit_mb,einsum_opt,enable_exit_when_partial_worker,allow_cinn_ops,fraction_of_cuda_pinned_memory_to_use,fast_eager_deletion_mode,executor_log_deps_every_microseconds,sync_after_alloc,check_nan_inf,multi_node_sample_use_gpu_table,gpugraph_force_device_batch_num_equal,all_blocks_convert_trt,prim_enabled,use_auto_growth_v2,enable_all2all_use_fp16,gpugraph_offload_gather_copy_maxsize,check_nan_inf_level,dygraph_debug,convert_all_blocks,use_virtual_memory_auto_growth,gpu_allocator_retry_time,cudnn_dir,gpugraph_enable_hbm_table_collision_stat,enable_api_kernel_fallback,cpu_deterministic,query_dest_rank_by_multi_node,run_kp_kernel,graph_load_in_parallel,deny_cinn_ops,sort_sum_gradient,use_stream_safe_cuda_allocator,auto_free_cudagraph_allocations_on_launch,enable_cinn_auto_tune,use_cinn,search_cache_max_number,dist_threadpool_size,initial_cpu_memory_in_mb,gpugraph_hbm_table_load_factor,gpugraph_merge_grads_segment_size,init_allocated_mem,new_executor_use_cuda_graph,use_auto_growth_pinned_allocator,new_executor_sequential_run,new_executor_serial_run,mkl_dir,pir_subgraph_saving_dir,enable_dump_main_program,static_executor_perfstat_filepath,tracer_profile_fname,fuse_parameter_groups_size,prim_forward_blacklist,pe_profile_fname,gpugraph_dedup_pull_push_mode,reallocate_gpu_memory_in_mb,graph_metapath_split_opt,nccl_dir,new_executor_static_build,gpugraph_offload_param_extends,prim_skip_dynamic,gpugraph_slot_feasign_max_num,alloc_fill_value,prim_all,get_host_by_name_time,cupti_dir,use_stride_kernel,print_sub_graph_dir,enable_adjust_op_order,inner_op_parallelism,cusolver_dir,benchmark,enable_async_trace,gpugraph_debug_gpu_memory,gpugraph_storage_mode,apply_pass_to_program,lapack_dir,cusparse_dir,eager_delete_tensor_gb,static_runtime_data_save_path,gpugraph_parallel_stream_num,reader_queue_speed_test_mode,set_to_1d,enable_auto_rdma_trans,npu_storage_format,prim_check_ops,memory_fraction_of_eager_deletion,multiple_of_cupti_buffer_size,check_infer_symbolic,use_autotune,print_allocator_trace_info,cinn_subgraph_graphviz_dir,enable_auto_detect_gpu_topo,tracer_onednn_ops_off,use_mkldnn,prim_backward,gpugraph_sparse_table_storage_mode,fleet_executor_with_standalone,cublas_dir,gpugraph_load_node_list_into_hbm,tensor_operants_mode,enable_sparse_inner_gather,graph_neighbor_size_percent,custom_device_mem_record,save_static_runtime_data,enable_opt_get_features,op_dir,use_cuda_malloc_async_allocator,new_executor_use_local_scope,gpugraph_enable_segment_merge_grads 
I1018 08:53:50.029026 4097533 init.cc:106] After Parse: argc is 2
I1018 08:53:50.029140 4097533 os_info.cc:117] SetCurrentThreadName MainThread
I1018 08:53:50.029151 4097533 init.cc:234] ENV [CUSTOM_DEVICE_ROOT]=/home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device
I1018 08:53:50.029155 4097533 init.cc:143] Try loading custom device libs from: [/home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device]
I1018 08:53:50.029294 4097533 device_manager.cc:741] Found lib: /home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device/libpaddle-custom-mlu.so
I1018 08:53:50.177063 4097533 device_manager.cc:255] Register Device - mlu
I1018 08:53:50.177115 4097533 device_manager.cc:266] GetDeviceCount is 1
I1018 08:53:50.177121 4097533 custom_device.cc:1099] Succeed in loading custom runtime in lib: /home/wzy/.local/lib/python3.9/site-packages/paddle_custom_device/libpaddle-custom-mlu.so
I1018 08:53:50.177127 4097533 custom_kernel.cc:36] Size of custom_kernel_map: 253
I1018 08:53:50.177153 4097533 custom_kernel.cc:58] Succeed in registering kernel [rsqrt:(mlu, Undefined(AnyLayout), float16)] to Paddle. It will be used like native ones.
}
I1018 08:53:57.872098 4097770 op_lowering_impl.cc:127] After lower, ir is: 
{
  ScheduleBlock(root_1)
  {
    {
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_19)
        {
          _flat_i = axis.bind(flat_i)
          var_19[_flat_i] = batch_norm2d_0__b_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_23)
        {
          _flat_i = axis.bind(flat_i)
          var_23[_flat_i] = batch_norm2d_0__w_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_27)
        {
          _flat_i = axis.bind(flat_i)
          var_27[_flat_i] = batch_norm2d_0__w_1[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_31)
        {
          _flat_i = axis.bind(flat_i)
          var_31[_flat_i] = batch_norm2d_0__w_2[_flat_i]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_101)
        {
          _flat_i = axis.bind(flat_i)
          var_101[_flat_i] = var_27[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_39)
        {
          _flat_i = axis.bind(flat_i)
          var_39[_flat_i] = ((float32(1.00000000f) * var_31[_flat_i]) + float32(9.99999975e-06f))
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_103)
        {
          _flat_i = axis.bind(flat_i)
          var_103[_flat_i] = float32(-0.50000000000000000)
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_43)
        {
          _flat_i = axis.bind(flat_i)
          var_43[_flat_i] = pow(var_39[_flat_i], var_103[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_37)
        {
          _flat_i = axis.bind(flat_i)
          var_37[_flat_i] = (conv2d_0__tmp_0[_flat_i] - var_101[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_104)
        {
          _flat_i = axis.bind(flat_i)
          var_104[_flat_i] = var_43[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_47)
        {
          _flat_i = axis.bind(flat_i)
          var_47[_flat_i] = (var_37[_flat_i] * var_104[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_105)
        {
          _flat_i = axis.bind(flat_i)
          var_105[_flat_i] = var_23[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_73)
        {
          _flat_i = axis.bind(flat_i)
          var_73[_flat_i] = var_19[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_49)
        {
          _flat_i = axis.bind(flat_i)
          var_49[_flat_i] = (var_105[_flat_i] * var_47[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_51)
        {
          _flat_i = axis.bind(flat_i)
          var_51[_flat_i] = (var_49[_flat_i] + var_73[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_106)
        {
          _flat_i = axis.bind(flat_i)
          var_106[_flat_i] = float32(0.0000000000000000)
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_53)
        {
          _flat_i = axis.bind(flat_i)
          var_53[_flat_i] = cinn_max(var_51[_flat_i], var_106[_flat_i])
        }
      }
    }
  }
}
I1018 08:53:57.872218 4097770 op_lowering_impl.cc:503] Try FUSION max
I1018 08:53:57.872224 4097770 op_lowering_impl.cc:609] Before loop fusion, ir is:
{
  ScheduleBlock(root_1)
  {
    {
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_19)
        {
          _flat_i = axis.bind(flat_i)
          var_19[_flat_i] = batch_norm2d_0__b_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_23)
        {
          _flat_i = axis.bind(flat_i)
          var_23[_flat_i] = batch_norm2d_0__w_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_27)
        {
          _flat_i = axis.bind(flat_i)
          var_27[_flat_i] = batch_norm2d_0__w_1[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_31)
        {
          _flat_i = axis.bind(flat_i)
          var_31[_flat_i] = batch_norm2d_0__w_2[_flat_i]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_101)
        {
          _flat_i = axis.bind(flat_i)
          var_101[_flat_i] = var_27[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_39)
        {
          _flat_i = axis.bind(flat_i)
          var_39[_flat_i] = ((float32(1.00000000f) * var_31[_flat_i]) + float32(9.99999975e-06f))
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_103)
        {
          _flat_i = axis.bind(flat_i)
          var_103[_flat_i] = float32(-0.50000000000000000)
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_43)
        {
          _flat_i = axis.bind(flat_i)
          var_43[_flat_i] = pow(var_39[_flat_i], var_103[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_37)
        {
          _flat_i = axis.bind(flat_i)
          var_37[_flat_i] = (conv2d_0__tmp_0[_flat_i] - var_101[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_104)
        {
          _flat_i = axis.bind(flat_i)
          var_104[_flat_i] = var_43[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_47)
        {
          _flat_i = axis.bind(flat_i)
          var_47[_flat_i] = (var_37[_flat_i] * var_104[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_105)
        {
          _flat_i = axis.bind(flat_i)
          var_105[_flat_i] = var_23[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_73)
        {
          _flat_i = axis.bind(flat_i)
          var_73[_flat_i] = var_19[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_49)
        {
          _flat_i = axis.bind(flat_i)
          var_49[_flat_i] = (var_105[_flat_i] * var_47[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_51)
        {
          _flat_i = axis.bind(flat_i)
          var_51[_flat_i] = (var_49[_flat_i] + var_73[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_106)
        {
          _flat_i = axis.bind(flat_i)
          var_106[_flat_i] = float32(0.0000000000000000)
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_53)
        {
          _flat_i = axis.bind(flat_i)
          var_53[_flat_i] = cinn_max(var_51[_flat_i], var_106[_flat_i])
        }
      }
    }
  }
}
I1018 08:53:57.872284 4097770 op_lowering_impl.cc:618] After loop fusion, ir is:
{
  ScheduleBlock(root_1)
  {
    {
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_19)
        {
          _flat_i = axis.bind(flat_i)
          var_19[_flat_i] = batch_norm2d_0__b_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_23)
        {
          _flat_i = axis.bind(flat_i)
          var_23[_flat_i] = batch_norm2d_0__w_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_27)
        {
          _flat_i = axis.bind(flat_i)
          var_27[_flat_i] = batch_norm2d_0__w_1[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_31)
        {
          _flat_i = axis.bind(flat_i)
          var_31[_flat_i] = batch_norm2d_0__w_2[_flat_i]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_101)
        {
          _flat_i = axis.bind(flat_i)
          var_101[_flat_i] = var_27[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_39)
        {
          _flat_i = axis.bind(flat_i)
          var_39[_flat_i] = ((float32(1.00000000f) * var_31[_flat_i]) + float32(9.99999975e-06f))
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_103)
        {
          _flat_i = axis.bind(flat_i)
          var_103[_flat_i] = float32(-0.50000000000000000)
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_43)
        {
          _flat_i = axis.bind(flat_i)
          var_43[_flat_i] = pow(var_39[_flat_i], var_103[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_37)
        {
          _flat_i = axis.bind(flat_i)
          var_37[_flat_i] = (conv2d_0__tmp_0[_flat_i] - var_101[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_104)
        {
          _flat_i = axis.bind(flat_i)
          var_104[_flat_i] = var_43[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_47)
        {
          _flat_i = axis.bind(flat_i)
          var_47[_flat_i] = (var_37[_flat_i] * var_104[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_105)
        {
          _flat_i = axis.bind(flat_i)
          var_105[_flat_i] = var_23[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_73)
        {
          _flat_i = axis.bind(flat_i)
          var_73[_flat_i] = var_19[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_49)
        {
          _flat_i = axis.bind(flat_i)
          var_49[_flat_i] = (var_105[_flat_i] * var_47[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_51)
        {
          _flat_i = axis.bind(flat_i)
          var_51[_flat_i] = (var_49[_flat_i] + var_73[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_106)
        {
          _flat_i = axis.bind(flat_i)
          var_106[_flat_i] = float32(0.0000000000000000)
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_53)
        {
          _flat_i = axis.bind(flat_i)
          var_53[_flat_i] = cinn_max(var_51[_flat_i], var_106[_flat_i])
        }
      }
    }
  }
}
I1018 08:53:57.872340 4097770 op_lowering_impl.cc:503] Try FUSION fill_constant
I1018 08:53:57.872346 4097770 op_lowering_impl.cc:525] Before compute inline, ir is:
{
  ScheduleBlock(root_1)
  {
    {
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_19)
        {
          _flat_i = axis.bind(flat_i)
          var_19[_flat_i] = batch_norm2d_0__b_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_23)
        {
          _flat_i = axis.bind(flat_i)
          var_23[_flat_i] = batch_norm2d_0__w_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_27)
        {
          _flat_i = axis.bind(flat_i)
          var_27[_flat_i] = batch_norm2d_0__w_1[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_31)
        {
          _flat_i = axis.bind(flat_i)
          var_31[_flat_i] = batch_norm2d_0__w_2[_flat_i]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_101)
        {
          _flat_i = axis.bind(flat_i)
          var_101[_flat_i] = var_27[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_39)
        {
          _flat_i = axis.bind(flat_i)
          var_39[_flat_i] = ((float32(1.00000000f) * var_31[_flat_i]) + float32(9.99999975e-06f))
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_103)
        {
          _flat_i = axis.bind(flat_i)
          var_103[_flat_i] = float32(-0.50000000000000000)
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_43)
        {
          _flat_i = axis.bind(flat_i)
          var_43[_flat_i] = pow(var_39[_flat_i], var_103[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_37)
        {
          _flat_i = axis.bind(flat_i)
          var_37[_flat_i] = (conv2d_0__tmp_0[_flat_i] - var_101[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_104)
        {
          _flat_i = axis.bind(flat_i)
          var_104[_flat_i] = var_43[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_47)
        {
          _flat_i = axis.bind(flat_i)
          var_47[_flat_i] = (var_37[_flat_i] * var_104[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_105)
        {
          _flat_i = axis.bind(flat_i)
          var_105[_flat_i] = var_23[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_73)
        {
          _flat_i = axis.bind(flat_i)
          var_73[_flat_i] = var_19[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_49)
        {
          _flat_i = axis.bind(flat_i)
          var_49[_flat_i] = (var_105[_flat_i] * var_47[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_51)
        {
          _flat_i = axis.bind(flat_i)
          var_51[_flat_i] = (var_49[_flat_i] + var_73[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_106)
        {
          _flat_i = axis.bind(flat_i)
          var_106[_flat_i] = float32(0.0000000000000000)
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_53)
        {
          _flat_i = axis.bind(flat_i)
          var_53[_flat_i] = cinn_max(var_51[_flat_i], var_106[_flat_i])
        }
      }
    }
  }
}
I1018 08:53:57.872889 4097770 op_lowering_impl.cc:546] After compute inline, ir is:
{
  ScheduleBlock(root_1)
  {
    {
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_19)
        {
          _flat_i = axis.bind(flat_i)
          var_19[_flat_i] = batch_norm2d_0__b_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_23)
        {
          _flat_i = axis.bind(flat_i)
          var_23[_flat_i] = batch_norm2d_0__w_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_27)
        {
          _flat_i = axis.bind(flat_i)
          var_27[_flat_i] = batch_norm2d_0__w_1[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_31)
        {
          _flat_i = axis.bind(flat_i)
          var_31[_flat_i] = batch_norm2d_0__w_2[_flat_i]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_101)
        {
          _flat_i = axis.bind(flat_i)
          var_101[_flat_i] = var_27[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_39)
        {
          _flat_i = axis.bind(flat_i)
          var_39[_flat_i] = ((float32(1.00000000f) * var_31[_flat_i]) + float32(9.99999975e-06f))
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_103)
        {
          _flat_i = axis.bind(flat_i)
          var_103[_flat_i] = float32(-0.50000000000000000)
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_43)
        {
          _flat_i = axis.bind(flat_i)
          var_43[_flat_i] = pow(var_39[_flat_i], var_103[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_37)
        {
          _flat_i = axis.bind(flat_i)
          var_37[_flat_i] = (conv2d_0__tmp_0[_flat_i] - var_101[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_104)
        {
          _flat_i = axis.bind(flat_i)
          var_104[_flat_i] = var_43[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_47)
        {
          _flat_i = axis.bind(flat_i)
          var_47[_flat_i] = (var_37[_flat_i] * var_104[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_105)
        {
          _flat_i = axis.bind(flat_i)
          var_105[_flat_i] = var_23[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_73)
        {
          _flat_i = axis.bind(flat_i)
          var_73[_flat_i] = var_19[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_49)
        {
          _flat_i = axis.bind(flat_i)
          var_49[_flat_i] = (var_105[_flat_i] * var_47[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_51)
        {
          _flat_i = axis.bind(flat_i)
          var_51[_flat_i] = (var_49[_flat_i] + var_73[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_53)
        {
          _flat_i = axis.bind(flat_i)
          var_53[_flat_i] = cinn_max(var_51[_flat_i], float32(0.0000000000000000))
        }
      }
    }
  }
}
I1018 08:53:57.872962 4097770 op_lowering_impl.cc:503] Try FUSION elementwise_add
I1018 08:53:57.872967 4097770 op_lowering_impl.cc:525] Before compute inline, ir is:
{
  ScheduleBlock(root_1)
  {
    {
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_19)
        {
          _flat_i = axis.bind(flat_i)
          var_19[_flat_i] = batch_norm2d_0__b_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_23)
        {
          _flat_i = axis.bind(flat_i)
          var_23[_flat_i] = batch_norm2d_0__w_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_27)
        {
          _flat_i = axis.bind(flat_i)
          var_27[_flat_i] = batch_norm2d_0__w_1[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_31)
        {
          _flat_i = axis.bind(flat_i)
          var_31[_flat_i] = batch_norm2d_0__w_2[_flat_i]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_101)
        {
          _flat_i = axis.bind(flat_i)
          var_101[_flat_i] = var_27[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_39)
        {
          _flat_i = axis.bind(flat_i)
          var_39[_flat_i] = ((float32(1.00000000f) * var_31[_flat_i]) + float32(9.99999975e-06f))
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_103)
        {
          _flat_i = axis.bind(flat_i)
          var_103[_flat_i] = float32(-0.50000000000000000)
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_43)
        {
          _flat_i = axis.bind(flat_i)
          var_43[_flat_i] = pow(var_39[_flat_i], var_103[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_37)
        {
          _flat_i = axis.bind(flat_i)
          var_37[_flat_i] = (conv2d_0__tmp_0[_flat_i] - var_101[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_104)
        {
          _flat_i = axis.bind(flat_i)
          var_104[_flat_i] = var_43[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_47)
        {
          _flat_i = axis.bind(flat_i)
          var_47[_flat_i] = (var_37[_flat_i] * var_104[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_105)
        {
          _flat_i = axis.bind(flat_i)
          var_105[_flat_i] = var_23[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_73)
        {
          _flat_i = axis.bind(flat_i)
          var_73[_flat_i] = var_19[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_49)
        {
          _flat_i = axis.bind(flat_i)
          var_49[_flat_i] = (var_105[_flat_i] * var_47[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_51)
        {
          _flat_i = axis.bind(flat_i)
          var_51[_flat_i] = (var_49[_flat_i] + var_73[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_53)
        {
          _flat_i = axis.bind(flat_i)
          var_53[_flat_i] = cinn_max(var_51[_flat_i], float32(0.0000000000000000))
        }
      }
    }
  }
}
I1018 08:53:57.873459 4097770 op_lowering_impl.cc:546] After compute inline, ir is:
{
  ScheduleBlock(root_1)
  {
    {
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_19)
        {
          _flat_i = axis.bind(flat_i)
          var_19[_flat_i] = batch_norm2d_0__b_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_23)
        {
          _flat_i = axis.bind(flat_i)
          var_23[_flat_i] = batch_norm2d_0__w_0[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_27)
        {
          _flat_i = axis.bind(flat_i)
          var_27[_flat_i] = batch_norm2d_0__w_1[_flat_i]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_31)
        {
          _flat_i = axis.bind(flat_i)
          var_31[_flat_i] = batch_norm2d_0__w_2[_flat_i]
        }
      }
      serial for (flat_i, 0, 802816)
      {
        ScheduleBlock(var_101)
        {
          _flat_i = axis.bind(flat_i)
          var_101[_flat_i] = var_27[((_flat_i % 802816) / 12544)]
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_39)
        {
          _flat_i = axis.bind(flat_i)
          var_39[_flat_i] = ((float32(1.00000000f) * var_31[_flat_i]) + float32(9.99999975e-06f))
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_103)
        {
          _flat_i = axis.bind(flat_i)
          var_103[_flat_i] = float32(-0.50000000000000000)
        }
      }
      serial for (flat_i, 0, 64)
      {
        ScheduleBlock(var_43)
        {
          _flat_i = axis.bind(flat_i)
          var_43[_flat_i] = pow(var_39[_flat_i], var_103[_flat_i])
        }
      }
      serial for (flat_i, 0, 802816)
      {
